SYMBOL,CURRENT PRICE,INDUSTRY,PE,FORWARD PE,EPS,PEG,EPS ESTIMATE,RECOMMENDATION
SIBN,17.21,Health%2bCare,NE,NE,-1.64,-.01,-1.55,1.17
SIEN,4.13,Health%2bCare,NE,NE,-2.62,-.10,-2.29,1.14
SRRA,14,Health%2bCare,NE,NE,-25.82,.00,-19.52,1
SIGA,5.91,Health%2bCare,NE,,-0.25,N/A,,
SILK,40.45,Health%2bCare,NE,NE,-1.27,-.03,-1.36,1
SVA,6.47,Health%2bCare,17.03,,0.38,N/A,,
SINT,0.7728,Health%2bCare,NE,,-6.79,N/A,,2.5
SDC,7.98,Health%2bCare,,,,-.01,-1.14,1.7
SNN,40.7,Health%2bCare,,,,6.57,,2.14
SLNO,1.92,Health%2bCare,NE,NE,-0.77,.00,-0.7,1
SLGL,8.25,Health%2bCare,NE,NE,-1.28,-.01,-1.26,1
SLDB,3.19,Health%2bCare,NE,NE,-2.66,.00,-2.91,2.67
SNGX,1.77,Health%2bCare,NE,NE,-0.72,.00,-0.48,1
SNGXW,0.4175,Health%2bCare,,,,,,
SOLY,12.94,Health%2bCare,,,,-.02,-1,1
SONN,3.8,Health%2bCare,,,,.00,,1
SNOA,6.49,Health%2bCare,NE,,-3.54,N/A,,
SRNE,4.8,Health%2bCare,NE,NE,-1.74,.00,-2.12,1
SPPI,3.25,Health%2bCare,NE,NE,-1.20,.00,-1.14,1.8
SPRO,13.41,Health%2bCare,NE,NE,-4.23,.00,-3.35,1.5
SBPH,1.64,Health%2bCare,NE,NE,-1.64,.00,-1.47,3
SWTX,44.92,Health%2bCare,,,,-.03,-3.55,1
STAA,50.6,Health%2bCare,187.41,222.43,0.27,.22,0.46,1
MITO,1.97,Health%2bCare,,,,-.02,-1.72,1.67
STXS,5.47,Health%2bCare,NE,NE,-0.08,-.04,-0.1,1
STE,152.24,Health%2bCare,31.92,29.21,4.77,.03,5.64,2.2
STOK,23.17,Health%2bCare,,,,-.02,-1.8,1
SSKN,1.28,Health%2bCare,,,,-.01,-0.11,1.5
SBBP,4.4,Health%2bCare,NE,NE,-1.02,.00,-1.1,1
SYK,187.11,Health%2bCare,32.88,30.55,5.69,3.32,8.26,1.86
SMMT,3.55,Health%2bCare,NE,NE,-1,-.01,999,1
SNSS,0.5535,Health%2bCare,NE,NE,-0.25,.00,-0.27,2.33
SSY,0.8599,Health%2bCare,NE,,-0.39,N/A,,
SUPN,23.71,Health%2bCare,10.93,16.57,2.17,.02,2.1,2.2
SURF,4.7,Health%2bCare,NE,NE,-1.08,.00,-1.97,1
SGRY,12.06,Health%2bCare,NE,NE,-2.43,-.01,-1.1,1.4
SRDX,42.58,Health%2bCare,86.9,206.45,0.49,20.65,0.72,2.33
STRO,9.26,Health%2bCare,NE,NE,-2.64,.00,-2.43,1
SNDX,15.14,Health%2bCare,NE,NE,-1.88,-.01,-1.84,1.67
SYNH,55.3,Health%2bCare,29.89,21.88,1.85,.02,2.83,1.6
SYBX,2.16,Health%2bCare,NE,NE,-1.67,.00,-1.7,1.75
SYN,0.49,Health%2bCare,NE,,-0.93,N/A,,
SYRS,9.93,Health%2bCare,NE,NE,-1.79,-.01,-1.88,1.67
TTOO,1.24,Health%2bCare,NE,NE,-1.18,.00,-1.3,2
TCMD,41.77,Health%2bCare,101.88,NE,0.41,-30.04,0.56,1.71
TLC,5.4093,Health%2bCare,NE,NE,-0.71,-.01,-0.82,1
TAK,18.61,Health%2bCare,132.93,9.20,0.14,.01,,1.67
TNDM,90.53,Health%2bCare,NE,NE,-0.33,-.18,-0.22,2.18
TARO,66.29,Health%2bCare,10.42,10.07,6.36,.01,6.35,1
TCRR,15.89,Health%2bCare,NE,NE,-2.23,-.01,-4.62,1.4
TELA,22.61,Health%2bCare,,,,-.01,-17.1,1
TDOC,201.53,Health%2bCare,NE,NE,-1.35,-.17,-1.49,2.1
TFX,368.39,Health%2bCare,31.51,36.09,11.69,2.78,11.15,1.33
TLGT,2.97,Health%2bCare,NE,,-8.10,N/A,,0
TENX,1.08,Health%2bCare,,,,.00,999,1
THC,20.55,Health%2bCare,NE,26.74,-1.18,12.21,2.68,2.47
TTPH,2.63,Health%2bCare,NE,NE,-18.46,.00,-22.85,3
TEVA,12.67,Health%2bCare,NE,5.17,-0.76,.88,2.31,2.65
TFFP,5.68,Health%2bCare,,,,-.01,-5.31,1
TGTX,18.62,Health%2bCare,NE,NE,-2.03,-.01,-1.83,1
COO,299.12,Health%2bCare,43.54,34.15,6.87,3.10,12.35,1.54
ENSG,41.86,Health%2bCare,18.94,17.73,2.21,1.18,2.09,1.67
PNTG,23.58,Health%2bCare,,,,.05,0.52,3
TXMD,1.19,Health%2bCare,NE,NE,-0.76,.00,-0.68,1.5
TRPX,0.75,Health%2bCare,,,,N/A,,
THTX,1.87,Health%2bCare,NE,NE,-0.20,-.10,-0.14,1.5
TBPH,21.875,Health%2bCare,NE,NE,-4.34,-.48,-4.25,2
TMBR,2.32,Health%2bCare,,,,N/A,,3
TMDI,1.11,Health%2bCare,2.41,,0.46,N/A,,2
TTNP,0.3097,Health%2bCare,NE,NE,-0.71,.00,-0.72,1
TVTY,10.77,Health%2bCare,NE,63.12,-10.11,6.31,2.02,2.56
TLSA,6.8,Health%2bCare,,,,-.06,,1
TNXP,0.6161,Health%2bCare,NE,NE,-18.42,.00,-19.33,2
TCON,2.01,Health%2bCare,NE,NE,-5.83,.00,-7.47,1
TRXC,0.6183,Health%2bCare,NE,NE,-8.17,.00,-4.22,2.33
TBIO,15.3,Health%2bCare,NE,NE,-1.70,-.01,-1.84,1
TMDX,17.01,Health%2bCare,NE,NE,-1.94,-.01,-2.36,1.4
TRVN,1.55,Health%2bCare,NE,NE,-0.27,-.01,-0.27,0
TRVI,5.375,Health%2bCare,NE,NE,-1.71,.00,-2.28,1
TCDA,27.1,Health%2bCare,NE,NE,-4.30,-.01,,1
TRIL,8.78,Health%2bCare,NE,NE,-2.01,-.01,-1.38,1.4
TRIB,2.05,Health%2bCare,NE,,-1.05,N/A,,
TRUP,38.27,Health%2bCare,NE,NE,-0.05,-.96,-0.05,2.4
MEDS,5.96,Health%2bCare,,,,1.61,0.03,2
TPTX,65.56,Health%2bCare,NE,NE,-3.60,-.02,-2.99,1
TWST,39.21,Health%2bCare,NE,NE,-4.42,-.01,-3.92,1.67
TYME,1.355,Health%2bCare,NE,NE,-0.18,.00,-0.17,1
USPH,76.41,Health%2bCare,33.81,129.68,2.26,10.81,2.82,2.5
UFPT,43.91,Health%2bCare,16.51,28.78,2.66,.03,2.63,1
RARE,78.22,Health%2bCare,NE,NE,-7.35,-.01,-7.36,1.19
QURE,66.78,Health%2bCare,NE,NE,-3.01,-.02,-3.11,1.18
UTHR,118.36,Health%2bCare,9.87,11.61,11.99,.01,-2.39,1.71
UNH,291.24,Health%2bCare,20.38,17.95,14.29,1.44,15.11,1.26
UBX,9.67,Health%2bCare,NE,NE,-2.05,.00,,1.25
UHS,96.7,Health%2bCare,11.81,15.47,8.19,2.32,9.99,2
UMRX,0.5,Health%2bCare,NE,NE,-0.86,.00,-1.04,3
URGN,28.48,Health%2bCare,NE,NE,-5.79,.00,-5.12,1.5
UROV,10.86,Health%2bCare,NE,NE,-4.83,.00,-4.71,1
UTMD,100.18,Health%2bCare,25.43,,3.94,N/A,,
VCNX,3.5,Health%2bCare,NE,NE,-2.16,.00,-2.47,1
VNDA,11.15,Health%2bCare,5.21,47.79,2.14,.05,2.11,2
VAPO,37,Health%2bCare,NE,NE,-2.67,-5.10,-2.74,1
VAR,119.47,Health%2bCare,43.92,33.19,2.72,4.15,4.63,2
VBLT,1.26,Health%2bCare,NE,NE,-0.58,.00,-0.54,1
VXRT,2.6,Health%2bCare,NE,NE,-0.86,-.01,-0.86,1
PCVX,35.45,Health%2bCare,,,,N/A,,
VBIV,2.89,Health%2bCare,NE,NE,-0.35,-.01,-0.46,1.5
VERO,3.72,Health%2bCare,NE,NE,-6.64,.00,-4.77,2
VCYT,25.1,Health%2bCare,NE,NE,-0.46,-.04,-0.27,1.25
VSTM,1.8,Health%2bCare,NE,NE,-1.84,.00,-2,1.67
VCEL,14.46,Health%2bCare,NE,NE,-0.28,-.10,0.18,1
VRNA,5.385,Health%2bCare,NE,NE,-3.49,.00,-3.1,1.5
VRCA,13.79,Health%2bCare,NE,NE,-1.22,-.01,-1.13,1.2
VRTX,293.27,Health%2bCare,50.83,37.63,5.77,1.33,4.29,1.4
VERU,3.46,Health%2bCare,NE,NE,-0.15,-.02,-0.19,1
VIE,48.96,Health%2bCare,,,,-.02,-7.02,1.42
VMD,11.29,Health%2bCare,38.93,23.35,0.29,.02,,1
VRAY,2.22,Health%2bCare,NE,NE,-1.03,.00,-1.18,1.97
VKTX,7.575,Health%2bCare,NE,NE,-0.42,-.01,-0.36,1
VKTXW,6.26,Health%2bCare,,,,,,
VIR,41.46,Health%2bCare,,,,-.01,-5.76,3
VTGN,0.5124,Health%2bCare,NE,NE,-0.58,.00,-0.9,3
VIVE,0.6057,Health%2bCare,,,,.00,,3
VVUS,1.04,Health%2bCare,NE,NE,-2.70,.00,-2.96,3
VNRX,3.66,Health%2bCare,NE,NE,-0.44,-.01,-0.41,1
VYGR,13.34,Health%2bCare,NE,NE,-1.12,.00,-1.21,1.36
VTVT,2.66,Health%2bCare,NE,NE,-0.47,-.01,-0.37,1
WBA,44.13,Health%2bCare,11.32,7.66,3.90,1.95,5.99,3.07
WVE,10.76,Health%2bCare,NE,NE,-5.73,.00,-5.72,1.86
WINT,6.9499,Health%2bCare,NE,,-2.37,N/A,,
WMGI,29.71,Health%2bCare,NE,67.73,-0.74,6.16,0.06,2.67
XFOR,9.85,Health%2bCare,NE,NE,-3.46,.00,-4.63,1
XBIT,14.22,Health%2bCare,NE,73.79,-0.63,.07,999,0
XNCR,30.74,Health%2bCare,NE,NE,-1.07,-.02,0.46,1.78
XBIO,1.09,Health%2bCare,,,,.00,999,1
XBIOW,0.6301,Health%2bCare,,,,,,
XENE,12.94,Health%2bCare,NE,NE,-1.34,-.01,-1.54,1
XERS,5.29,Health%2bCare,NE,NE,-4.62,.00,-4.81,1
XOMA,21.8,Health%2bCare,NE,NE,-1.25,-.01,-0.23,1.67
XTNT,1.1,Health%2bCare,NE,,-0.60,N/A,,0
XTLB,1.5,Health%2bCare,NE,,-1.10,N/A,,
YMAB,48.13,Health%2bCare,NE,NE,-2.49,-.02,-2.3,1.22
ZLAB,80.85,Health%2bCare,,,,-.02,,1
ZEAL,36.345,Health%2bCare,NE,NE,-2.70,-.01,-2.54,1.88
ZNTL,53.12,Health%2bCare,,,,-.02,999,1.13
ZBH,126.22,Health%2bCare,69.73,33.36,1.81,4.86,7.87,1.56
ZIOP,3.27,Health%2bCare,NE,NE,-0.70,-.01,-0.34,2.25
ZTS,137.4,Health%2bCare,41.01,41.26,3.35,4.88,3.64,1.93
ZGNX,28.04,Health%2bCare,NE,NE,-9.44,-.01,-3.9,1.5
ZOM,0.1898,Health%2bCare,NE,NE,-0.10,-.01,-0.19,1
ZSAN,0.842,Health%2bCare,NE,NE,-1.80,.00,-2.29,1
ZYME,37.52,Health%2bCare,NE,NE,-3.89,-.01,-3.83,1.2
ZYNE,6.04,Health%2bCare,NE,NE,-1.57,.00,-1.5,1.5
ZYXI,24.06,Health%2bCare,80.2,61.25,0.30,.06,0.28,2
AOS,47.29,Consumer%2bDurables,23.41,26.78,2.02,3.35,2.22,2.17
ABB,21.32,Consumer%2bDurables,35.53,30.46,0.60,4.91,1.24,2.86
ACCO,6.46,Consumer%2bDurables,5.62,11.58,1.15,1.65,1.2,2
AYI,90.48,Consumer%2bDurables,12.03,14.02,7.52,1.40,9,2.43
AMCR,10.31,Consumer%2bDurables,,,,.02,0.61,2.14
AMSC,7.85,Consumer%2bDurables,NE,NE,-0.89,-.01,-1.02,1
CRMT,87.89,Consumer%2bDurables,11.89,12.01,7.39,1.43,7.39,2
AME,88.53,Consumer%2bDurables,21.7,25.27,4.08,3.60,4.19,1.44
APHA,4.44,Consumer%2bDurables,49.33,NE,0.09,-6.08,-0.11,1.63
AIT,60.11,Consumer%2bDurables,70.72,16.42,0.85,.02,4.41,1.5
ARD,13.18,Consumer%2bDurables,2.04,8.89,6.46,.01,1.82,2.83
ABG,74.98,Consumer%2bDurables,8.88,13.32,8.44,.72,9.46,2.14
ASH,68.75,Consumer%2bDurables,NE,31.84,-1.32,2.98,2.5,1.44
ACB,13.37,Consumer%2bDurables,NE,NE,-11.58,-.04,-2.64,2.93
AN,38.02,Consumer%2bDurables,27.55,12.73,1.38,3.90,4.55,2.66
AVY,114.52,Consumer%2bDurables,16.55,19.84,6.92,2.92,6.6,2.17
AZZ,33.03,Consumer%2bDurables,18.05,11.59,1.83,.01,2.71,2
BLL,70.68,Consumer%2bDurables,50.49,26.49,1.40,5.30,2.53,1.77
BSET,6.65,Consumer%2bDurables,NE,NE,-0.14,-.69,0.45,3
BLNK,2.51,Consumer%2bDurables,NE,NE,-0.41,-.01,-0.37,1
BLNKW,0.7799,Consumer%2bDurables,,,,,,
BRC,47.42,Consumer%2bDurables,20.98,20.12,2.26,2.87,2.46,3.25
CWH,27.02,Consumer%2bDurables,NE,188.14,-1.47,.19,-0.65,2.55
CGC,17.33,Consumer%2bDurables,NE,NE,-6.64,-.66,1.32,2.75
KMX,91.87,Consumer%2bDurables,17.24,39.64,5.33,3.20,5.33,1.29
CVNA,126.12,Consumer%2bDurables,NE,NE,-3.37,-.04,-2.29,2.07
CASY,155.7,Consumer%2bDurables,21.93,26.84,7.10,3.23,7.1,2.27
CSPR,8.78,Consumer%2bDurables,,,,-.26,-8.86,2
CENT,33.59,Consumer%2bDurables,21.81,20.86,1.54,3.54,1.6,2.2
CENTA,31.47,Consumer%2bDurables,20.44,19.71,1.54,.02,1.6,2
CTHR,0.7048,Consumer%2bDurables,NE,NE,-0.16,-.01,0.1,1
CCF,103.2,Consumer%2bDurables,28.91,,3.57,N/A,,
CDXC,4.67,Consumer%2bDurables,NE,NE,-0.51,-.01,-0.52,1
CLX,217.64,Consumer%2bDurables,31.91,31.05,6.82,5.38,6.32,3.14
CODI,18.1,Consumer%2bDurables,11.38,20.43,1.59,.02,1.73,2
CTB,26.15,Consumer%2bDurables,16.87,34.86,1.55,.03,1.91,2
CPRT,84.41,Consumer%2bDurables,29.31,37.91,2.88,2.92,2.25,1.75
CRON,6.42,Consumer%2bDurables,6.98,NE,0.92,-.05,0.67,3.09
CCK,65.67,Consumer%2bDurables,17.89,13.09,3.67,2.62,5.11,1.4
CYAN,2.59,Consumer%2bDurables,NE,,-0.20,N/A,,
DAKT,4.36,Consumer%2bDurables,218,,0.02,N/A,,
DLX,22.24,Consumer%2bDurables,NE,,-7.13,N/A,,1
DSS,7.71,Consumer%2bDurables,,,,-.01,-3.3,
DOGZ,1.5501,Consumer%2bDurables,,,,,,
EDUC,8.06,Consumer%2bDurables,11.85,,0.68,N/A,,
EFOI,6.79,Consumer%2bDurables,NE,NE,-2.05,-.01,-3,1
ETH,11.88,Consumer%2bDurables,17.73,304.25,0.67,.30,1.56,3
CLWT,3.07,Consumer%2bDurables,,,,N/A,,
FLXS,11.62,Consumer%2bDurables,NE,,-2.69,N/A,,
FELE,50.52,Consumer%2bDurables,24.41,32.35,2.07,.03,2.07,2.5
HUGE,4.22,Consumer%2bDurables,,,,.00,-5.55,
GNRC,113.53,Consumer%2bDurables,28.67,26.17,3.96,4.03,5.06,2.25
GPK,13.9,Consumer%2bDurables,29.57,14.57,0.47,.58,0.87,1.65
GPI,64.61,Consumer%2bDurables,7.29,9.89,8.86,4.62,10.93,1.1
HBB,10.65,Consumer%2bDurables,NE,5.81,-0.26,.01,1.83,3
HAPP,2.88,Consumer%2bDurables,,,,N/A,,
HWKN,39.45,Consumer%2bDurables,14.78,13.78,2.67,.01,2.66,2
HELE,180.39,Consumer%2bDurables,29.97,21.15,6.02,2.64,8.47,1
MLHR,24.01,Consumer%2bDurables,6.76,,3.55,N/A,,1
HEXO,0.7541,Consumer%2bDurables,NE,NE,-1.30,-.15,-0.19,3.71
HI,25.93,Consumer%2bDurables,NE,13.52,-0.17,.01,2.45,1
HNI,29.19,Consumer%2bDurables,14.82,,1.97,N/A,,1
HOFT,18.16,Consumer%2bDurables,15.39,,1.18,N/A,,1
HDSN,1,Consumer%2bDurables,NE,NE,-0.58,-.37,-0.56,3
IAA,40.57,Consumer%2bDurables,29.83,38.42,1.36,5.49,1.61,1
TILE,7.975,Consumer%2bDurables,NE,9.70,-0.52,.01,1.59,2.2
IRBT,81.4,Consumer%2bDurables,52.52,161.29,1.55,10.75,2.97,2.38
ITP,0.5392,Consumer%2bDurables,4.49,,0.12,N/A,,
KXIN,0.87,Consumer%2bDurables,,,,N/A,,
KAMN,41.83,Consumer%2bDurables,5.99,20.35,6.98,.02,1.63,3
KAR,15.33,Consumer%2bDurables,18.04,41.53,0.85,7.50,1.04,2.2
KBAL,11.19,Consumer%2bDurables,9.65,,1.16,N/A,,
KMB,143.96,Consumer%2bDurables,21.02,18.71,6.85,3.70,6.89,2.4
KNL,12.48,Consumer%2bDurables,10.23,,1.22,N/A,,3
LAWS,33.59,Consumer%2bDurables,20.36,13.37,1.65,.76,0.91,2
LZB,26.82,Consumer%2bDurables,16.45,13.57,1.63,.01,2.14,2.25
LAZY,7.86,Consumer%2bDurables,NE,,-0.53,N/A,,
LEG,33.92,Consumer%2bDurables,14.37,28.37,2.36,2.18,2.57,2.6
LAD,142.41,Consumer%2bDurables,12.8,16.68,11.13,7.65,11.76,1.5
LFUS,165.34,Consumer%2bDurables,32.36,43.31,5.11,3.61,6.82,2.44
LMPX,9.88,Consumer%2bDurables,,,,N/A,,1
LYTS,6.3,Consumer%2bDurables,18.53,635,0.34,25.40,0.04,2
MTEX,16.4,Consumer%2bDurables,7.42,,2.21,N/A,,
MDWD,2.72,Consumer%2bDurables,11.33,NE,0.24,-.01,0.08,1
MWK,5.7,Consumer%2bDurables,NE,NE,-3.42,.00,-3.21,1
MHK,93.07,Consumer%2bDurables,9.16,24.52,10.16,2.46,10.04,2.57
MNCL,10.2875,Consumer%2bDurables,,,,N/A,,
MNCLU,10.83,Consumer%2bDurables,,,,,,
MNCLW,0.7625,Consumer%2bDurables,,,,,,
MUSA,113.79,Consumer%2bDurables,14.87,12.83,7.65,.01,5.23,2.6
NC,23.67,Consumer%2bDurables,5.38,,4.40,N/A,,
NAII,6.9,Consumer%2bDurables,NE,,-0.56,N/A,,
NHTC,6.07,Consumer%2bDurables,NE,,-0.40,N/A,,
NTZ,1.24,Consumer%2bDurables,NE,,-3.35,N/A,,
NVFY,2.36,Consumer%2bDurables,5.9,,0.40,N/A,,
OBCI,8.85,Consumer%2bDurables,23.92,,0.37,N/A,,
OI,8.69,Consumer%2bDurables,NE,7,-2.75,.47,2.24,3.22
ODC,34.76,Consumer%2bDurables,15.8,,2.20,N/A,,
OESX,3.54,Consumer%2bDurables,8.85,32.80,0.40,.03,0.4,1
PKG,99.75,Consumer%2bDurables,14.56,18.52,6.85,3.70,7.65,2.83
PAG,38.21,Consumer%2bDurables,8.08,15.27,4.73,4.45,5.28,1.64
PPSI,1.36,Consumer%2bDurables,,,,N/A,,
AGS,4.03,Consumer%2bDurables,NE,NE,-0.74,.00,-0.19,2.17
POOL,266.6,Consumer%2bDurables,41.92,44.41,6.36,.04,5.83,2
POWL,26.92,Consumer%2bDurables,14.32,,1.88,N/A,,1
PRPL,18.24,Consumer%2bDurables,NE,29.60,-0.18,1.55,1.42,1.17
PACK,7.65,Consumer%2bDurables,,,,N/A,,1
RBC,82.9,Consumer%2bDurables,17.45,21.69,4.75,2.17,5.49,1.33
REYN,34.15,Consumer%2bDurables,,,,.02,1.45,1.67
RUSHA,38.16,Consumer%2bDurables,11.19,36.07,3.41,2.40,3.77,1
RUSHB,31.5,Consumer%2bDurables,9.24,,3.41,N/A,,
SCHN,17.45,Consumer%2bDurables,20.53,NE,0.85,-.20,2.16,3
SGLB,2.77,Consumer%2bDurables,,,,N/A,,
SGLBW,0.2898,Consumer%2bDurables,,,,,,
SLGN,31.56,Consumer%2bDurables,17.15,13.00,1.84,2.60,2.16,2.29
SNBR,39.15,Consumer%2bDurables,12.01,26.62,3.26,2.64,2.7,3.14
SAH,30.05,Consumer%2bDurables,NE,22.29,-2.37,.02,2.65,2.5
SON,52.17,Consumer%2bDurables,17.74,15.80,2.94,3.16,3.53,1.89
SCS,11.8,Consumer%2bDurables,7.11,,1.66,N/A,,2
SUMR,6.6671,Consumer%2bDurables,NE,,-1.89,N/A,,
SNDL,0.87,Consumer%2bDurables,NE,,-2.69,N/A,,3.5
TGLS,5.23,Consumer%2bDurables,NE,9.51,-0.03,.50,0.69,2
TPX,72.41,Consumer%2bDurables,18.1,30.16,4,1.91,4.01,1.6
DXYN,0.93,Consumer%2bDurables,0.79,,1.17,N/A,,
GT,8.54,Consumer%2bDurables,NE,NE,-3.72,.00,1.08,2.56
TLRY,8.3,Consumer%2bDurables,NE,NE,-4.59,-.75,-1.69,2.83
TA,22.29,Consumer%2bDurables,6.48,NE,3.44,-.53,-2.32,1
TANNI,24.6771,Consumer%2bDurables,,,,,,
TANNL,23.92,Consumer%2bDurables,,,,,,
TANNZ,24.3572,Consumer%2bDurables,,,,,,
UNVR,16.9,Consumer%2bDurables,153.64,16.48,0.11,2.39,1.4,1.4
USNA,76.25,Consumer%2bDurables,16.43,16.19,4.64,.02,4.41,3
VIOT,5.45,Consumer%2bDurables,10.09,15.12,0.54,.02,0.67,1.75
VIRC,2.58,Consumer%2bDurables,51.6,NE,0.05,-.14,0.15,1
VRM,47.51,Consumer%2bDurables,,,,N/A,,
WSO,178.31,Consumer%2bDurables,28.58,32.97,6.24,.03,6.5,2.75
WRK,28.32,Consumer%2bDurables,8.63,12.77,3.28,.01,3.98,2.09
WHR,127.09,Consumer%2bDurables,9.39,12.86,13.54,.77,16,3
WLFC,23.42,Consumer%2bDurables,3.04,,7.71,N/A,,
AXAS,0.272,Energy,0.78,4.12,0.35,.00,999,3.67
AE,27.24,Energy,NE,,-1.91,N/A,,
ARLP,3.52,Energy,NE,NE,-0.20,-.01,2.07,1.67
AR,3.2,Energy,NE,NE,-5.52,-.01,-0.14,3.41
APA,13.98,Energy,NE,NE,-21.16,-.01,0,2.47
ARCH,30.81,Energy,4.04,NE,7.63,-.02,11.13,1.5
AT,1.89,Energy,NE,4.27,-0.26,.00,0.11,2
BKR,15.49,Energy,NE,84.79,-15.48,10.60,0.85,1.47
BLDP,13.44,Energy,NE,NE,-0.17,-.08,-0.16,2.17
BRN,0.7956,Energy,NE,,-0.99,N/A,,
BATL,10.19,Energy,,,,N/A,,
BTE,0.4623,Energy,NE,NE,-3.36,.00,0.17,3.86
BRY,5.15,Energy,NE,6.23,-0.50,.01,1.35,2.33
BBL,39.63,Energy,,,,2.66,,2.17
BSM,6.9,Energy,5.43,9.04,1.27,.01,1.16,2.29
BE,9.43,Energy,NE,NE,-2.03,-.19,-2.01,2.75
BKEP,1.44,Energy,NE,,-0.26,N/A,,
BKEPP,5.6012,Energy,,,,,,
BCEI,17.03,Energy,2.3,56.61,7.39,.06,3.24,1.4
BORR,1.52,Energy,NE,,-3.12,N/A,,3
BPMP,12.07,Energy,7.45,8.35,1.62,.83,1.58,3.67
BP,23.67,Energy,NE,NE,-0.97,-87.74,2.95,2.69
BPT,3.87,Energy,2.35,,1.65,N/A,,
BGG,1.58,Energy,NE,NE,-5.10,.00,-0.32,2.33
MNRL,12.28,Energy,35.09,77.13,0.35,.08,0.57,1.83
BROG,9.5,Energy,,,,N/A,,
BROGW,0.42,Energy,,,,,,
BC,60.08,Energy,NE,20.68,-0.25,.02,4.33,1.73
BWXT,58.27,Energy,20.59,21.05,2.83,3.07,2.62,1.4
COG,18.69,Energy,16.25,30.77,1.15,.03,1.62,2.07
WHD,19.63,Energy,11.97,65.80,1.64,.07,1.86,1.89
CRC,1.5,Energy,NE,NE,-0.61,.00,1.4,3.33
CPE,1.38,Energy,1.53,7.50,0.90,.01,0.76,2.82
CLMT,2.71,Energy,NE,NE,-0.93,.00,-0.55,3
CEI,1.43,Energy,NE,,-479.17,N/A,,
CNQ,17.17,Energy,8.63,NE,1.99,-4.10,2.27,2.33
CPST,2.44,Energy,NE,NE,-2.58,.00,-2.5,1.67
CVE,4.53,Energy,25.17,NE,0.18,-.19,0.28,2.94
CDEV,1.13,Energy,NE,NE,-1.90,-.12,0.19,3.29
CHAP,0.8125,Energy,NE,1.16,-7.88,.00,0.45,1.67
CHK,12.77,Energy,NE,NE,-890.97,N/A,-54,4.7
CVX,90.63,Energy,44.21,399.74,2.05,79.95,6.27,1.77
SNP,44.01,Energy,15.83,27.38,2.78,3.79,,2.33
CYD,13.77,Energy,8.4,8.88,1.64,.01,2.12,1
XEC,29.09,Energy,NE,NE,-10.18,-.19,4.46,1.89
CKX,8.06,Energy,80.6,,0.10,N/A,,
CEO,113.76,Energy,,,,5.35,,1.8
CNX,9.81,Energy,NE,51.35,-1.76,.05,0.26,2
CRK,4.68,Energy,8.83,11.66,0.53,.01,0.77,1.33
CXO,55.5,Energy,NE,23.17,-47.57,5.29,3.05,1.45
COP,43.7,Energy,13.7,NE,3.19,-9.26,3.59,1.55
CCR,4.4,Energy,4.04,24.83,1.09,.02,1.62,2.5
CEIX,6.08,Energy,2.59,4.66,2.35,.00,3.52,1
MCF,3.39,Energy,NE,,-1.92,N/A,,0
CLR,16.91,Energy,15.66,NE,1.08,-1.55,2.25,2.78
CTRA,4.15,Energy,NE,NE,-19.38,.00,-2.59,2
CLB,19.5,Energy,NE,28.94,-1.07,28.37,1.79,2.9
CPG,1.65,Energy,NE,NE,-4.58,-.01,0.54,2.56
CRT,7.25,Energy,7.25,,1,N/A,,
CAPL,15.99,Energy,6.4,250.67,2.50,.25,0.51,2.67
CCLP,0.8749,Energy,NE,NE,-0.46,.00,-0.4,4.33
CMI,174.29,Energy,12.8,22.98,13.62,2.46,15.05,2.67
CVI,22.31,Energy,11.68,,1.91,N/A,,3
DWSN,1.49,Energy,NE,,-0.61,N/A,,
DKL,26.34,Energy,9.21,8.96,2.86,.01,2.61,3
DK,19,Energy,NE,NE,-2.16,-.01,3.3,3.1
DNR,0.3814,Energy,0.59,14,0.65,.01,0.4,4.2
DVN,12.94,Energy,NE,NE,-5.06,-10.87,1.38,1.94
FANG,46.73,Energy,NE,19.91,-0.39,.91,6.93,1.36
DMLP,11.45,Energy,8.61,,1.33,N/A,,
DRQ,29.42,Energy,NE,NE,-0.33,-.18,0.08,2.71
ESTE,2.96,Energy,2.49,4.31,1.19,.00,0.92,1.5
ECT,0.4664,Energy,5.83,,0.08,N/A,,
EC,11.31,Energy,6.85,26.35,1.65,.03,2.01,2.8
EMR,61.98,Energy,17.71,20.06,3.50,3.19,3.69,2.2
ENB,31.1,Energy,41.47,16.65,0.75,1.73,2,1.36
ENBA,24.84,Energy,,,,,,
ERF,2.89,Energy,NE,58.40,-0.97,.06,0.79,1.71
E,19.75,Energy,NE,NE,-2.38,7.30,1.79,3.8
ENSV,0.1952,Energy,NE,,-0.27,N/A,,
EOG,52.3,Energy,14.37,240.59,3.64,25.65,4.98,1.83
EPSN,2.85,Energy,10.18,,0.28,N/A,,
EQT,12.92,Energy,NE,NE,-6.18,-.07,0.83,2.11
EQNR,14.49,Energy,NE,64.26,-0.17,12.29,1.48,2.2
EPM,2.73,Energy,8.03,19.14,0.34,.02,0.46,3
XOG,0.3459,Energy,NE,NE,-9.37,.00,-0.46,4.11
XOM,45.98,Energy,17.22,NE,2.67,-5.22,2.25,3.22
FLMN,3.07,Energy,12.79,31,0.24,.03,0.31,1.67
FLMNW,0.1549,Energy,,,,,,
